msg_id,datetime,channel,text
514,2026-05-16T13:57:49Z,durov,"🇦🇪 Dubai is full of traffic and crowds again. Already missing the Iranian fireworks — they helped clear the city of the easily impressed.

The UAE’s air defenses proved excellent under fire. For 0% tax, we get better protection than Europeans paying 50%."
513,2026-05-15T18:14:32Z,durov,"**$100,400** just went to the **15 winners** of the [TON Consensus Challenge](https://t.me/contest/452). 

**🧠 **The smartest engineers on the planet — some armed with loyal AI sidekicks — helped us maximize the security of the new consensus mechanism.

🏆 [Telegram contests](https://t.me/contest) offer generous prize money — and the only path to joining our engineering team."
512,2026-05-14T12:38:57Z,durov,"🕵️‍♂️ Now you can search 100M+ Telegram stickers and emoji by keyword — in 36 languages.

Telegram’s AI scans and labels millions of public stickers so you can finally find the exact suspicious frog you need. 🤔"
510,2026-05-12T17:28:39Z,durov,"🌍 With 400 validators across 6 continents, TON is one of the most decentralized blockchain networks on the planet. 

🧑‍💻 Telegram becoming the largest validator opened the door for major exchanges and custodians to stake TON without increasing centralization risk."
509,2026-05-11T19:32:24Z,durov,"🛠 Developing for TON just became **10x faster**. The [new toolchain](https://ton-blockchain.github.io/acton/) makes smart contracts easy to create, test, and deploy.

Most importantly, fully AI-ready.

It replaces TON’s fragmented tooling stack with one developer flow. Start building!"
508,2026-05-10T18:42:03Z,durov,"📊** **Channel admins can now run massive polls limited to subscribers or specific countries — making fake-vote inflation much harder.

Now people in places like Russia can see real results. For example, [only 5% support internet restrictions](https://t.me/cb_economics/24591) — not 52%, as old rigged polls claimed 😏"
507,2026-05-09T22:24:14Z,durov,"🥖 The French government [is accusing](https://www.wsj.com/tech/elon-musk-summoned-to-france-to-face-criminal-charges-589acd6c) X and Elon Musk of the very things the French government itself is doing:

- Illegally collecting [personal data](https://t.me/durov/500)
- Processing personal data [without proper security](https://t.me/durov/497)
- [Extracting data](https://www.rferl.org/a/spying-france-snowden-us-internet-telephone-eavesdropping/25037453.html) from automated systems
- [Violating the secrecy](https://www.theguardian.com/world/2013/jul/04/france-electronic-spying-operation-nsa) of electronic communications

The French government is panicking. They know a major political shift in 2027 will expose their misdeeds. So they’re trying to silence free speech platforms under whatever pretext they think they can get away with.

✊ The free world should stand with Elon and X against this immoral assault by the French state. Telegram supports our brothers and sisters from X in their fight for our freedoms."
506,2026-05-09T15:32:17Z,durov,"🏆 We’ve distributed **$75,000** among the best designers who imagined a new way to communicate — Telegram Nodes ([see here](https://t.me/contest/449)).

⚖ I joined the judging process and spent 10+ hours reviewing thousands of designs from nearly 200 participants. Great work! 👏

🔜 We’ve now invited the 19 winners to [suggest improvements](https://t.me/contest/451) to existing Telegram features. 

⭐️ We’re looking for people who — like us — have a burning desire to make Telegram better every day, with no exceptions."
505,2026-05-08T17:41:53Z,durov,"🫴 TON is **#1 in annual staking rewards** among the 50 largest cryptocurrencies. 

And that’s on top of the coin’s price growth — which doubled over the past week."
504,2026-05-07T16:00:22Z,durov,"Huge Telegram update — 10 major new features, 200+ improvements. https://telegram.org/blog/ai-bot-revolution-11-new-features"
503,2026-05-06T15:57:26Z,durov,"🏁 TON leads Layer-1 blockchains in finality time. 

🔗 Sources: https://telegra.ph/Comparison-of-Layer-1-blockchains-by-finalization-time-05-01"
502,2026-05-05T15:46:44Z,durov,"💎 Telegram becoming TON’s largest validator strengthens decentralization. 

✅ It lets other major players join the validator pool without centralizing the network — with Telegram as the counterbalance.

📈 More and more TON gets locked in validation as everyone competes for **20%+ APR**."
501,2026-05-04T14:54:43Z,durov,"⚡️ Fees in TON have **dropped 6×** — to nearly zero. 

**Next step** — Telegram replaces the TON Foundation as the driving force behind TON and becomes its largest validator. 

⚙️ The focus shifts to **tech superiority**. 

🧩 New **ton.org**, new **dev tools**, new **performance** upgrades. 

🧭 **Timeline** — 2-3 weeks.

🪙 This is step** 3 **of **7** to **Make TON Great Again**."
500,2026-04-24T19:32:04Z,durov,"**41** kidnappings of crypto holders in France in **3.5** months of **2026**.

Why?

🥖 French tax officials selling crypto owners' data to criminals (Ghalia C.) + massive tax database leaks.

Now the same state also wants IDs and private messages of social media users.

More data => More leaks => More victims.

That’s why Telegram would rather leave the French market than give their corrupt bureaucrats access to private messages.  🐶"
499,2026-04-23T17:12:59Z,durov,"⚡️ In one week, TON fees will drop 6× — to just 0.00039 TON (~$0.0005) per transaction, fixed regardless of network load.

🆓 Soon after most transactions go fully feeless. Zero commission.

🪙 [MTONGA](https://t.me/durov/482)"
498,2026-04-22T17:06:37Z,durov,"The apartment in Russia where I lived 20 years ago received a summons for “Suspect P. V. Durov”. 

They must be suspecting me of defending Articles 29 and 23 of the Russian Constitution — which guarantee freedom of speech and the right to private correspondence. 

Proud to be guilty! 😏"
497,2026-04-20T22:55:10Z,durov,"France's ""Agency for Secure Documents"" was hacked. Names, addresses, emails, and phone numbers of **19 million people** — leaked from a single government database.

Future leaks will be even more catastrophic if the French government gets what it wants: **access to encrypted chats** and **Digital IDs** of social media users."
496,2026-04-20T16:25:25Z,durov,"This is how the EU/UK now regulates social media: 

🤐 Offer CEOs secret deals to censor dissent. 
🚨 If they refuse, open criminal cases against them.
😑 When people push back, say it's ""all for the children"".

""Protecting children"" has become the standard legal/PR cover. 🎭"
495,2026-04-20T00:01:54Z,durov,"🇫🇷 Macron’s France is losing legitimacy as it weaponizes criminal investigations to **suppress free speech** and **privacy**. The U.S. Department of Justice [has refused](https://www.cnbc.com/2026/04/18/justice-department-france-probe-exlon-musk-x.html) to assist France in its investigation of Elon Musk, calling the case **politically motivated**.

🎭 The French prosecutor’s office claims to be independent, but that is untrue: French prosecutors are hired, fired, and promoted by the government. The judicial police — who provide often misleading reports to investigative judges — are also controlled by the government.

I’m under a [similar investigation](https://t.me/durov/447) in France: over a dozen charges, each carrying up to 10 years in prison. Proud to stand alongside Elon Musk and others targeted by Macron's campaign against digital rights. In Macron’s France, being investigated is the new __Légion d’honneur__.🎖"
494,2026-04-18T23:57:36Z,durov,"✅ The Telegram [Login SDK](https://core.telegram.org/bots/telegram-login#native-sdks) now supports native iOS and Android apps.📱

🤩 Only Telegram lets developers verify users’ phone numbers for free — something that’s otherwise expensive. 🫰

🍴 Expect more apps adding “Continue with Telegram""! 🚀"
493,2026-04-18T00:58:41Z,durov,"🎁 Our new** Login Widget** is a **gift** to developers: they can not only quickly **authorize** users, but also request users’ **phone numbers** and **permission to message** them on Telegram. 
**
**🆓 **Sign-up, login, phone verification**, and a **follow-up communication channel** in one — **completely free**."
491,2026-04-17T02:31:54Z,durov,"🇪🇺 The EU wants to force mandatory ID checks on anyone using social media — and ban people under 18 from accessing it. To that end, the EU Commission spent over a year building an “age verification app”, which its president pompously unveiled yesterday.

Today, this app [got hacked](https://cybernews.com/security/eu-age-verification-app-hack/) **in just 2 minutes**.

But don’t rush to laugh at EU bureaucrats.

**Their age verification app was hackable by design — it trusted the device (that’s instant game over). Unless the EU is run by clowns **🤡**, this is their real plan:**

**Step 1** — Present a “privacy-respecting” but hackable app.
**Step 2** — Get hacked (***YOU ARE HERE***).
**Step 3** — Remove privacy to “fix” the app.

**Result — a surveillance tool sold as “privacy-respecting”.**

The EU bureaucrats needed an excuse to silently start turning their “privacy-respecting” age verification app into a surveillance mechanism over all Europeans using social media. Today’s “surprising hack” just handed this excuse to them.

🦇 **Stay vigilant!**"
490,2026-04-15T20:18:53Z,durov,"⚡️ You can now create agentic bots in **just 2 taps** 🤖

Ask the devs of the services you use to support it 👇 

[https://core.telegram.org/bots/features#managed-bots](https://core.telegram.org/bots/features#managed-bots)"
489,2026-04-15T01:20:29Z,durov,Group admins can assign tags to users — or embrace the chaos and let them assign their own. 🔥
488,2026-04-13T21:25:34Z,durov,"🗽 Anyone **under 25** can win **€100,000** for an essay on **digital freedoms**. The **Youth Liberty Prize 2026** supports young thinkers ready to defend freedom from threats like censorship, surveillance, digital IDs and CBDCs.

Stand for freedom and win ✊

Full details: https://www.libertyprize.org/"
487,2026-04-12T15:25:09Z,durov,"⚠️ WhatsApp’s “End-to-end encryption by default” claim is a giant **consumer fraud.** 

📖 **~95%** of private messages on WhatsApp end up in **plain-text backups** on Apple/Google servers — **not** E2E-encrypted. Backup encryption is optional, and few people enable it — let alone use strong passwords.

🔑Even if you encrypt your WhatsApp backups with a strong password, your messages still end up in unencrypted cloud backups — because **90%+** of the people you message haven’t done the same. Add the fact that WhatsApp stores and discloses who you chat with, and the picture is dire.

📤 Apple and Google disclose backed-up WhatsApp messages to third parties thousands of times per year. Meanwhile, **Telegram hasn’t disclosed a single byte of users’ messages in its entire 12+ year history** 💬"
486,2026-04-11T12:44:51Z,durov,"🔐 We’ve upgraded Telegram’s anti-censorship protocol. Users in Russia are advised to update their apps to stay connected despite the ban.

⚠️ Some other advice: stock up on several VPNs/proxies in advance, help your friends and family do the same, and avoid using Russian apps while connected to a VPN (they may report your VPN to authorities for blocking).

💪  I’m glad to see most people are already doing this. Thanks to this Digital Resistance, Telegram usage in Russia has remained stable over the past week despite the full ban.

🔥 Keep it up. On our side, we’ll continue improving Telegram’s decentralized anti-censorship tech."
485,2026-04-10T22:24:40Z,durov,"🚨 Another proof that Telegram’s Secret Chats are the most secure way to communicate. The FBI [got access](https://9to5mac.com/2026/04/09/fbi-used-iphone-notification-data-to-retrieve-deleted-signal-messages/) to deleted messages in US gov-funded app Signal just by checking the notifications data. On Telegram, Secret Chats never show message content in push notifications, so, unlike Signal and other supposedly secure apps, we don’t have this risk. 

🔛 Turning off notification previews won’t make you safe if you use those apps, because you never know whether the people you message have done the same. So Telegram’s Secret Chats design that forces the absence of notifications previews is the only solution. Obviously, this hurts usability, that’s why Telegram has two types of chats: Secret and Cloud.

🤹 In general, apps that are trying to provide both security and usability in ONE type of chat end up with ugly compromises — like WhatsApp leaking 95% of messages via unencrypted backups or Signal exposing messages through push notifications. The only way is to have two types of chats: 100% usable (Cloud) and 100% secure (Secret).

📆 12+ years passed since Telegram started the end-to-end encryption revolution by launching Secret Chats. Since then, dozens of apps followed suit and made bold claims about their encryption. But no app has been able to beat our Cloud Chats in usability and our Secret Chats in security. Their try to mix the two and get neither."
483,2026-04-09T21:27:05Z,durov,"🤥 WhatsApp’s “encryption” may be the biggest consumer fraud in history — deceiving billions of users. Despite its claims, it reads users’ messages and shares them with third parties. Telegram has never done this — and never will 🤝"
482,2026-04-09T14:09:27Z,durov,"🚀 The TON blockchain just got upgraded and is now **10× faster**.

⚡️ Block rate **increased 6×**. 

⏱ Transactions are now **instant**, **subsecond**.

🪙 This was step **1** of **7** to **Make TON Great Again** (MTONGA). 

**Next step:** cut the already low transaction fees by **6×**. ✂️"
481,2026-04-08T22:36:42Z,durov,"🇪🇺 The EU is trying to justify its push for more surveillance (Chat Control) and censorship (DSA) via controlled NGOs and media. AI Forensics, a Soros-funded contractor to the European Commission, is telling us that Telegram is a PROBLEM because people can discuss content from OTHER social media in PRIVATE telegram groups (see the screenshot from state-owned France24 below).

📣 The crazy narrative of this ""non-governmental"" organization is distributed by globalist outlets (El País, Der Spiegel, Wired) and AFP (France’s “ITAR-TASS”), which is carbon-copied by the “free” French press (Le Parisien, 20 Minutes, Ouest-France, Le Figaro).

I doubt anyone still takes these organizations seriously 🤡 — most of them lost people's trust during the COVID era. But it’s important to call out all such attempts at public manipulation, because they are used to take away what's left of our freedoms. 🗽"
480,2026-04-07T22:12:03Z,durov,"✨ Our new fully private AI Editor lets you translate and proofread your messages — or rewrite them in Tribal, Zen, Corp, Biblical, or Viking styles.

🎨 This month, anyone will be able to create & share their own styles. 

🐣 A new platform inside Telegram is being born!"
479,2026-04-07T01:21:57Z,durov,"Meet the most powerful polls tech in social media. Telegram's update packs a dozen new features:

🗳 Attach photos, videos & audios to options
💡 Let users suggest new options in active polls
🔐 Disable revoting for fixed results
😃 Shuffle options per user
⏱ Set time limits on polls
👀 Show who voted next to each option
📊 View results without voting
🔔 Get notified when someone votes
📂 View all polls in groups / channels
🫣 Hide results until the poll ends
🧠 Add correct answers and explanations for wrong picks

🔜 We're already working on more — 📊 polls stats, plus options to limit voting to channel subscribers or users from selected countries. Bot rigging of polls in large channels became a massive issue, and we're building the tools to stop it. 🛡"
478,2026-04-05T23:36:48Z,durov,"🔄 Your massive monthly Telegram update is out.

 🧠 100% private AI Editor for your outgoing messages.
🗳 The most powerful polls in any messenger (+12 new features).
🖼 Support for Live Photos & Motion Photos.
🤖 Ability for [AI] Bots to create [AI] Bots for users — in one tap.

📹 Demos: https://telegram.org/blog/ai-editor-mighty-polls-and-more"
477,2026-04-04T03:55:22Z,durov,"😎 Telegram was banned in Russia — yet 65M Russians still use it daily via VPNs, with 50M+ sending messages every day. The government has spent years trying to ban VPNs too. Their blocking attempts just triggered a massive banking failure — cash briefly became the only payment method nationwide yesterday. 😂

🧊 Iran banned Telegram years ago, with a result similar to Russia. The government hoped for mass adoption of its surveillance messaging apps, but got mass adoption of VPNs instead. Now 50M members of the Digital Resistance in Iran are joined by 50M+ more in Russia. 😙

🤝 Welcome back to the Digital Resistance, my Russian brothers and sisters. The entire nation is now mobilized to bypass these absurd restrictions. Thousands are building VPNs and proxies. On our end, we’ll keep adapting — making Telegram’s traffic harder to detect and block. ✊"
476,2026-03-23T14:44:07Z,durov,"💸 Telegram has fully repaid the bonds we issued 5 years ago. 🎆

💰 Since 2021, we’ve built an innovative monetization strategy and reached profitability in 2024. As a result, our new bond issuance last year was oversubscribed. 💪

🙏 Thank you for your support!"
475,2026-03-02T13:01:29Z,durov,📝 All Telegram chatbots can now stream responses to users in real time — great for AI assistants.
474,2026-03-01T21:05:45Z,durov,"🎆 Unfortunately, I had to leave Dubai for Europe a week ago — so I’m not only missing the free fireworks from Iran, but also exposing myself to greater risk. Given Europe’s crime rates, Dubai is statistically safer even with missiles flying. Can’t wait to be back.

➕ In addition to a new war, there’s also a new Telegram update. New features > new war 😏

What’s 📢📢: Member Tags, Login with Telegram, Disable Sharing, GIF Editing, Date Formatting, Voting Timestamps, Streaming Responses for Bots. Check it out: https://telegram.org/blog/member-tags-disable-sharing-and-more"
473,2026-02-24T14:58:53Z,durov,"💣 Russia has opened a criminal case against me for “aiding terrorism.” Each day, the authorities fabricate new pretexts to restrict Russians’ access to Telegram as they seek to **suppress** the right to privacy and free speech. A sad spectacle of a state afraid of its own people. 🤦‍♂️"
472,2026-02-13T12:54:29Z,durov,"😎 Telegram built the most powerful API for chatbot and mini app developers — and made it free. 

😙 We keep expanding it with features like these colored buttons and custom emoji. 

😏 Track what’s new here: https://core.telegram.org/bots/api"
471,2026-02-11T09:29:39Z,durov,"🔥Telegram for Android got its biggest redesign in 10 years. A few details to iron out, but it’s mostly complete — and already available to everyone."
470,2026-02-10T17:29:43Z,durov,"Russia is restricting access to Telegram in an attempt to force its citizens to switch to a state-controlled app built for surveillance and political censorship.

8 years ago, Iran tried the same strategy — and failed. It banned Telegram on made-up pretexts, trying to force people onto a state-run alternative.

Despite the ban, most Iranians still use Telegram (bypassing censorship) and prefer it to surveilled apps.

Restricting citizens’ freedom is never the right answer. Telegram stands for freedom of speech and privacy, no matter the pressure."
469,2026-02-04T15:19:31Z,durov,"🇪🇸 My message to Telegram users in Spain ❗️

Pedro Sánchez’s government is pushing dangerous new regulations that threaten your internet freedoms. Announced just yesterday, these measures could turn Spain into a surveillance state under the guise of “protection.” Here’s why they’re a red flag for free speech and privacy:

1. **Ban on social media for under-16s with mandatory age verification**: This isn’t just about kids—it requires platforms to use strict checks, like needing IDs or biometrics. 

⚠️ **Danger:** It sets a precedent for tracking EVERY user’s identity, eroding anonymity and opening doors to mass data collection. What starts with minors could expand to all, stifling open discourse.

2. **Personal and criminal liability for platform executives**: If “illegal, hateful, or harmful” content isn’t removed fast enough, bosses face jail. 

⚠️ **Danger:** This will force over-censorship—platforms will delete anything remotely controversial to avoid risks, silencing political dissent, journalism, and everyday opinions. Your voice could be next if it challenges the status quo.

3. **Criminalizing algorithm amplification**: Amplifying “harmful” content via algorithms becomes a crime. 

⚠️ **Danger:** Governments will dictate what you see, burying opposing views and creating echo chambers controlled by the state. Free exploration of ideas? Gone—replaced by curated propaganda.

4. **“Hate and polarization footprint” tracking**: Platforms must monitor and report how they “fuel division.” 

⚠️ **Danger:** Vague definitions of “hate” could label criticism of the government as divisive, leading to shutdowns or fines. This can be a tool for suppressing opposition.

These aren’t safeguards; they’re steps toward total control. We’ve seen this playbook before—governments weaponizing “safety” to censor critics. On Telegram, we prioritize your privacy and freedom: strong encryption, no backdoors, and resistance to overreach.

✊ Stay vigilant, Spain. Demand transparency and fight for your rights. Share this widely—before it’s too late."
468,2026-01-07T09:55:48Z,durov,"This year, I wish you less — 

less information 📣
less food 🍆
less entertainment 📺 
less communication 💬 
less stimulation ⚡️

You already have too much of all that, and it stands in the way of your serenity 🧊, health 💪, sleep 💤 and creativity 🖼. 

Merry Christmas! 🎄"
467,2026-01-06T17:41:53Z,durov,"🧐Despite some FUD, Telegram has no dependence on Russian capital. Our recent $1.7B bond offering included exactly zero Russian investors. Old bonds issued in 2021 have largely been repaid and pose no issue. 😌

In any case, bondholders are not shareholders and have no say over Telegram’s decisions. I am the sole shareholder. 😈"
466,2025-12-23T22:09:12Z,durov,Just sketched a logo for my sperm donorship program. Is ‘pd’ in a circle minimalist enough?
465,2025-12-07T18:05:26Z,durov,"▶️ The auction is LIVE! 🥊

t.me/auction/ufcstrike"
463,2025-12-07T13:59:36Z,durov,"🥊 Great to see my gym buddy Petr Yan win the UFC title — with Gifts shining in the background  🥊

🎁 The UFC Strike Gifts auction on Telegram starts in 4 hours. Don’t miss it! t.me/auction/ufcstrike 🥊"
462,2025-11-30T18:22:41Z,durov,"🐣 It happened. Our decentralized confidential compute network, **Cocoon**, is live. The first AI requests from users are now being processed by **Cocoon** with **100%** **confidentiality**. GPU owners are already earning TON. https://cocoon.org is up, with docs and the source code. 

🤔 Centralized compute providers such as Amazon and Microsoft act as expensive intermediaries that drive up prices and reduce privacy. **Cocoon** solves both the economic and confidentiality issues associated with legacy AI compute providers.

🚀 Now we scale. Over the next few weeks, we’ll be onboarding more GPU supply and bringing in more developer demand to **Cocoon**. Telegram users can expect new AI-related features built on **100% confidentiality**. Cocoon will bring control and privacy back where they belong — with users. 🤖"
461,2025-11-22T17:58:41Z,durov,"🏆 [Khabib](https://t.me/khabib_nurmagomedov/127)[’s](https://t.me/khabib_nurmagomedov/127) gift auction on Telegram is live.

**29,000** papakhas dropping across **290** fast **5-minute** rounds — **100 unique items** in each round. 🎁

t.me/auction/KhabibsPapakha"
460,2025-11-21T20:30:20Z,durov,"💪 [Khabib‘s](https://t.me/khabib_nurmagomedov) legendary papakhas — collectibles symbolizing **Tradition**, **Freedom**, and **Respect** — are going on auction on Telegram tomorrow at **noon EST** (9pm Dubai time).

🌟 As the **29–0** undefeated champion himself puts it: 

“Some gifts carry more than value — they carry meaning ☝️”"
459,2025-11-15T18:02:29Z,durov,👉 t.me/auction/TelegramPin
458,2025-11-15T16:19:16Z,durov,A demo of how auctions for rare gifts work 🎈
457,2025-11-15T16:06:11Z,durov,"😋 We’re starting to test new Telegram features such as live-streaming in Stories and auctions for gifts. 

🍸 Before we auction gifts from superstars and megacelebrities, we’re testing the auction mechanics with the exclusive 🎁 **Telegram Plane** gift.

🏆 It will be auctioned in **50 rounds**, each distributing **20 Telegram Planes** to the top **20 bidders**. The first round will last **1 hour**, while the remaining **49 rounds** will last only **5 minutes** each. 

🔜 The auction starts in **half an hour**. Make sure you have the latest version of Telegram installed, otherwise you won’t be able to take part. Good luck! 🍀"
455,2025-10-31T14:12:20Z,durov,"🕷 Someone made a game about me escaping a French prison — and fighting off all sorts of shady characters along the way. [Try it out!](https://t.me/TotalGlitchBot?startapp=channel)

Only on Telegram could independent developers pull this off. The Mini App platform gives them absolute freedom — and the results are wild.

🎃 Happy Halloween!

**P. S.** I had zero involvement or even knowledge about this before it launched. Respect to the creators!"
454,2025-10-14T17:08:09Z,durov,"🇪🇺 Telegram sent this message to all its users in France regarding Chat Control. People must know the names of those who try to steal their freedoms:

__Today, the European Union nearly banned your right to privacy. It was set to vote on a law that would force apps to scan every private message, turning everyone’s phone into a spying tool.

France led the push for this authoritarian law. Both former and current Interior Ministers, Bruno Retailleau and Laurent Nuñez, supported it. Last March, they declared that police should see French citizens’ private messages (__[more info here](https://t.me/durov/410)__). The Republicans and Macron’s Renaissance group voted for it.

Such measures are supposed to “fight crime”, but their real target is regular people. It wouldn’t stop criminals — they could just use VPNs or special websites to hide. Officials’ and police messages wouldn’t be scanned either, since the law conveniently exempts them from surveillance. Only YOU — ordinary citizens — would face the danger of your private messages and photos being compromised.

Today, we defended privacy: Germany’s sudden stand saved our rights. But freedoms are still threatened. While French leaders push for total access to private messages, the basic rights of French people — and all Europeans — remain in danger.__"
453,2025-10-10T19:02:21Z,durov,"The new Telegram update is here — with 12 features added in one month:

💬 E2E Comments & Reactions in Calls
✍️ Notes for Contacts
🎂 Suggested Birthdays
🤖 Threads & Streaming for AI Bots
💡 Bugs & Suggestions Mini App
🎨 New Profile Styles
🎁 Improved Gift UI
🔗 On-chain NFTs on Profiles
🗑 Gift Signature Removal
💧 Liquid Glass Input Field & 🗂️ Tabs

All demos and details 👇
[telegram.org/blog/comments-in-video-chats-threads-for-bots](https://telegram.org/blog/comments-in-video-chats-threads-for-bots)"
452,2025-10-09T22:16:10Z,durov,"I’m turning 41, but I don’t feel like celebrating.

Our generation is running out of time to save the free Internet built for us by our fathers.

What was once the promise of the free exchange of information is being turned into the ultimate tool of control.

Once-free countries are introducing dystopian measures such as digital IDs (UK), online age checks (Australia), and mass scanning of private messages (EU).

Germany is persecuting anyone who dares to criticize officials on the Internet. The UK is imprisoning thousands for their tweets. France is criminally investigating tech leaders who defend freedom and privacy.

A dark, dystopian world is approaching fast — while we’re asleep. Our generation risks going down in history as the last one that had freedoms — and allowed them to be taken away.

We’ve been fed a lie.

We’ve been made to believe that the greatest fight of our generation is to destroy everything our forefathers left us: tradition, privacy, sovereignty, the free market, and free speech.

By betraying the legacy of our ancestors, we’ve set ourselves on a path toward self-destruction — moral, intellectual, economic, and ultimately biological.

So no, I’m not going to celebrate today. I’m running out of time. **We** are running out of time."
